point_name,point_type,connection_level,irish_grid_easting_m,irish_grid_northing_m,latitude,longitude,max_export_capacity_mw,capacity_basis,time_series_actual_mw_public,semo_dispatch_join_candidate,coordinate_quality,source_date,source_url,jurisdiction,bus,associated_110kv_station,station_nc,wdt_groups,wdt_group_labels,group_source_url,notes
Thornog Wind Farm,Wind farm,Distribution - 33 kV,224550,371290,54.589279,-7.621001,20.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,77210,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Molly Mountain Wind Farm,Wind farm,Distribution - 33 kV,223773,327723,54.197944,-7.636499,15.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,70010,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Monnaboy Wind Farm,Wind farm,Distribution - 33 kV,257075,415629,54.984899,-7.109227,12.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,75510,,,"(36, 41)",NI-1|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Seegronan Wind Farm,Wind farm,Distribution - 33 kV,219630,378150,54.651116,-7.696645,14.1,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,77210,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Cloonty Wind Farm,Wind farm,Distribution - 33 kV,296770,435929,55.161057,-6.482488,9.2,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,84511,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Tievenameenta Wind Farm,Wind farm,Distribution - 33 kV,216348,377345,54.644002,-7.747534,34.5,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,77210,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Ora More Wind Farm,Wind farm,Distribution - 33 kV,207457,342537,54.331522,-7.886121,15.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,79010,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Cregganconroe Wind Farm,Wind farm,Distribution - 33 kV,266558,374262,54.612192,-6.970614,13.8,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,90210,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Eglish Wind Farm,Wind farm,Distribution - 33 kV,250484,405097,54.891013,-7.214017,15.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,81810,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Eshmore Wind Farm,Wind farm,Distribution - 33 kV,265856,366133,54.539272,-6.983297,7.05,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,90210,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Glenbuck Wind Farm,Wind farm,Distribution - 33 kV,300716,416130,54.982495,-6.427593,9.2,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,87900,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Gortfinbar Wind Farm,Wind farm,Distribution - 33 kV,263013,366689,54.544627,-7.027095,15.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,90210,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Long Mountain Wind Farm,Wind farm,Distribution - 33 kV,301338,416154,54.982585,-6.417873,27.6,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,87900,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Altamuskin Wind Farm,Wind farm,Distribution - 33 kV,257901,363713,54.518506,-7.106656,14.1,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,80710,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Crockandun Wind Farm,Wind farm,Distribution - 33 kV,278474,388828,54.7413,-6.78232,15.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,75810,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Crockbaravally Wind Farm,Wind farm,Distribution - 33 kV,262424,363592,54.516883,-7.03685,7.5,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,90210,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Lisburn Solar Park (Ballinderry Road),Solar farm,Distribution - 33 kV,234937,321569,54.142022,-7.466166,16.92,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,70010,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Slieve Divena 2 Wind Farm,Wind farm,Distribution - 33 kV,257992,363192,54.513816,-7.105354,18.8,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,80710,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Bann Road PV Farm,Solar farm,Distribution - 33 kV,296443,414004,54.964249,-6.495024,29.81,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,87900,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Inishative Wind Farm,Wind farm,Distribution - 33 kV,265986,369058,54.565526,-6.980634,13.8,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,90210,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Lough Road PV Farm,Solar farm,Distribution - 33 kV,313743,369255,54.558824,-6.242561,21.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,84011,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Millar Farm PV,Solar farm,Distribution - 33 kV,312848,389746,54.74301,-6.248491,6.27,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,70311,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Shantavany Scotch Wind Farm,Wind farm,Distribution - 33 kV,258801,360690,54.491249,-7.093362,16.1,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,80710,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Altaveedan Wind Farm,Wind farm,Distribution - 33 kV,310978,426900,55.077014,-6.263203,18.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,87900,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Crockdun Wind Farm,Wind farm,Distribution - 33 kV,260197,376754,54.635372,-7.068539,12.5,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,90210,,,"(37, 41)",NI-2|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Brockaghboy Windfarm,Wind farm,Transmission - 110 kV,280940,410690,54.937243,-6.737928,47.5,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,73500,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Rathsherry Wind Farm,Wind farm,Distribution - 33 kV,315482,411730,54.939792,-6.19884,21.15,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,71011,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Finvoy Road Solar Farm,Solar farm,Distribution - 33 kV,296772,413757,54.961968,-6.489973,5.209,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,87900,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Maghaberry Solar Farm,Solar farm,Distribution - 33 kV,318350,364188,54.512274,-6.173421,20.43,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,84011,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Elginny Hill Wind Farm,Wind farm,Distribution - 33 kV,314461,411102,54.934388,-6.215012,23.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,71011,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Laurel Hill Road Solar Park,Solar farm,Distribution - 33 kV,313228,351662,54.40097,-6.25725,8.5,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,71511,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Ballygarvey Road Solar Park,Solar farm,Distribution - 33 kV,312179,405479,54.88442,-6.252785,6.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,71011,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Pollnalaght (Cornavarrow) Wind Farm,Wind farm,Distribution - 33 kV,234560,379000,54.657951,-7.465262,36.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,77210,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Slieveglass Wind Farm,Wind farm,Distribution - 33 kV,227595,377848,54.648031,-7.573285,6.9,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,77210,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Castlecraig Wind Farm,Wind farm,Distribution - 33 kV,226618,375358,54.625717,-7.588645,25.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,77210,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Teiges Mountain Wind Farm,Wind farm,Distribution - 33 kV,243115,339660,54.303914,-7.338447,11.0,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,79010,,,"(37, 38, 41)",NI-2|NI-3|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Evishagaran Wind Farm,Wind farm,Distribution - 33 kV,274874,410848,54.939608,-6.832506,46.8,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,73500,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Craiggore Wind Farm,Wind farm,Distribution - 33 kV,276584,417016,54.994741,-6.804186,23.5,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,73500,,,"(36, 39, 41)",NI-1|NI-5|NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
Ballykeel Wind Farm,Wind farm,Distribution - 33 kV,334118,402708,54.854149,-5.912451,16.1,SONI connection/export capacity (MEC),Not generally published by SONI at individual connection point,Yes for applicable dispatchable units; unit-name mapping required,Exact electrical connection point from SONI Connections Register; WGS84 converted from Irish Grid,2024-03-25,https://cms.soni.ltd.uk/sites/default/files/media/documents/20240325-Connections-Register-25-March-2024.pdf,NI,83011,,,"(41,)",NI-4,https://cms.eirgrid.ie/sites/default/files/publications/Wind-Dispatch-Tool-Constraint-Group-Overview_1.pdf,"MEC is connection/export capacity, not actual generation at a timestamp."
